2 481665107626 eni-0e52602be7b6a5fb0 10.0.9.150 108.138.94.72 2153 443 6 24 2078 1728080577 1728080605 ACCEPT OK
2 481665107626 eni-0e52602be7b6a5fb0 108.138.94.17 10.0.9.150 443 43494 6 1 52 1728080577 1728080605 ACCEPT OK
2 481665107626 eni-0e52602be7b6a5fb0 10.0.137.234 10.0.9.150 9192 443 6 27 2234 1728080577 1728080605 ACCEPT OK
2 481665107626 eni-0e0b4d9c267096c59 - - - - - - - 1728080568 1728080599 - NODATA
2 481665107626 eni-0e52602be7b6a5fb0 108.138.94.72 10.0.9.150 443 2153 6 94 113852 1728080565 1728080584 ACCEPT OK
2 481665107626 eni-0e52602be7b6a5fb0 48.216.196.162 10.0.9.150 41763 2095 6 1 40 1728080565 1728080584 ACCEPT OK
2 481665107626 eni-0e52602be7b6a5fb0 185.234.216.160 10.0.9.150 40819 7780 6 1 40 1728080565 1728080584 ACCEPT OK
2 481665107626 eni-0e52602be7b6a5fb0 10.0.9.150 10.0.137.234 443 9192 6 93 113800 1728080565 1728080584 ACCEPT OK
2 481665107626 eni-09fd81d933ba57494 - - - - - - - 1728080560 1728080629 - NODATA
2 481665107626 eni-0b698aefb4aed438d 10.0.137.234 108.138.94.72 9192 443 6 23 2026 1728080558 1728080560 ACCEPT OK
2 481665107626 eni-0b7347fae538d61cf - - - - - - - 1728080558 1728080630 - NODATA
2 481665107626 eni-0e52602be7b6a5fb0 10.0.137.234 10.0.9.150 8142 443 6 2 104 1728080553 1728080558 ACCEPT OK
2 481665107626 eni-0e52602be7b6a5fb0 45.84.89.2 10.0.9.150 63128 6009 6 1 52 1728080553 1728080558 ACCEPT OK
2 481665107626 eni-0b7347fae538d61cf - - - - - - - 1728080549 1728080620 - NODATA
2 481665107626 eni-09fd81d933ba57494 - - - - - - - 1728080546 1728080613 - NODATA
2 481665107626 eni-0b7347fae538d61cf - - - - - - - 1728080544 1728080615 - NODATA
2 481665107626 eni-09fd81d933ba57494 - - - - - - - 1728080543 1728080614 - NODATA
2 481665107626 eni-0b698aefb4aed438d 108.138.94.20 10.0.137.234 443 7630 6 1 52 1728080541 1728080543 ACCEPT OK
2 481665107626 eni-0e52602be7b6a5fb0 10.0.9.150 108.138.94.20 42713 443 6 1 52 1728080539 1728080543 ACCEPT OK
2 481665107626 eni-0e52602be7b6a5fb0 10.0.137.234 10.0.9.150 55725 443 6 1 52 1728080539 1728080543 ACCEPT OK
2 481665107626 eni-0e52602be7b6a5fb0 10.0.9.150 108.138.94.17 7469 443 6 1 52 1728080539 1728080543 ACCEPT OK
2 481665107626 eni-09fd81d933ba57494 - - - - - - - 1728080539 1728080610 - NODATA
2 481665107626 eni-0e52602be7b6a5fb0 162.216.150.248 10.0.9.150 54562 45227 6 1 44 1728080537 1728080560 ACCEPT OK
2 481665107626 eni-0e52602be7b6a5fb0 10.0.9.150 10.0.137.234 443 8142 6 1 52 1728080537 1728080560 ACCEPT OK
2 481665107626 eni-0e52602be7b6a5fb0 3.163.24.96 10.0.9.150 443 42242 6 87 113578 1728080537 1728080560 ACCEPT OK
2 481665107626 eni-0e52602be7b6a5fb0 105.73.203.75 10.0.9.150 61176 23 6 1 44 1728080537 1728080560 ACCEPT OK
2 481665107626 eni-0e0b4d9c267096c59 - - - - - - - 1728080536 1728080568 - NODATA
2 481665107626 eni-0b7347fae538d61cf - - - - - - - 1728080534 1728080611 - NODATA
2 481665107626 eni-0b698aefb4aed438d 10.0.137.234 108.138.94.102 7121 443 6 1 52 1728080531 1728080541 ACCEPT OK
2 481665107626 eni-0b698aefb4aed438d 10.0.137.234 108.138.94.72 7351 443 6 1 52 1728080531 1728080541 ACCEPT OK
2 481665107626 eni-0e0b4d9c267096c59 - - - - - - - 1728080527 1728080558 - NODATA
2 481665107626 eni-0b698aefb4aed438d 108.138.94.17 10.0.137.234 443 40825 6 1 52 1728080524 1728080531 ACCEPT OK
2 481665107626 eni-0b698aefb4aed438d 3.163.24.96 10.0.137.234 443 8142 6 87 113578 1728080524 1728080531 ACCEPT OK
2 481665107626 eni-0b698aefb4aed438d 10.0.137.234 108.138.94.20 7630 443 6 1 52 1728080523 1728080525 ACCEPT OK
2 481665107626 eni-0265c634edd535b91 - - - - - - - 1728080522 1728080603 - NODATA
2 481665107626 eni-0b7347fae538d61cf - - - - - - - 1728080520 1728080593 - NODATA
2 481665107626 eni-0b698aefb4aed438d 10.0.137.234 108.138.94.102 54190 443 6 1 52 1728080520 1728080541 ACCEPT OK
2 481665107626 eni-09fd81d933ba57494 - - - - - - - 1728080520 1728080596 - NODATA
2 481665107626 eni-0b698aefb4aed438d 10.0.137.234 108.138.94.17 57103 443 6 1 52 1728080520 1728080541 ACCEPT OK
2 481665107626 eni-0b698aefb4aed438d 10.0.137.234 108.138.94.17 57751 443 6 1 52 1728080520 1728080541 ACCEPT OK
2 481665107626 eni-0b698aefb4aed438d 10.0.137.234 108.138.94.20 24751 443 6 1 52 1728080520 1728080541 ACCEPT OK
2 481665107626 eni-0b698aefb4aed438d 10.0.137.234 108.138.94.17 57081 443 6 1 52 1728080520 1728080541 ACCEPT OK
2 481665107626 eni-0265c634edd535b91 - - - - - - - 1728080519 1728080598 - NODATA
2 481665107626 eni-0f6a46e64f9b00d31 - - - - - - - 1728080518 1728080596 - NODATA
2 481665107626 eni-0e52602be7b6a5fb0 42.86.231.215 10.0.9.150 65527 23 6 1 40 1728080518 1728080545 ACCEPT OK
2 481665107626 eni-0e52602be7b6a5fb0 108.138.94.17 10.0.9.150 443 43494 6 1 52 1728080518 1728080545 ACCEPT OK
2 481665107626 eni-0e52602be7b6a5fb0 10.0.9.150 10.0.137.234 443 40825 6 1 52 1728080518 1728080545 ACCEPT OK
2 481665107626 eni-0e52602be7b6a5fb0 10.0.137.234 10.0.9.150 4411 443 6 1 52 1728080518 1728080545 ACCEPT OK
2 481665107626 eni-0e52602be7b6a5fb0 10.0.9.150 10.0.137.234 443 54190 6 1 52 1728080518 1728080545 ACCEPT OK
2 481665107626 eni-0e52602be7b6a5fb0 10.0.9.150 108.138.94.20 39842 443 6 1 52 1728080518 1728080545 ACCEPT OK
2 481665107626 eni-0e52602be7b6a5fb0 10.0.9.150 108.138.94.72 9297 443 6 1 52 1728080518 1728080545 ACCEPT OK
2 481665107626 eni-0e52602be7b6a5fb0 205.210.31.140 10.0.9.150 55292 4100 6 1 44 1728080518 1728080545 ACCEPT OK
2 481665107626 eni-0b7347fae538d61cf - - - - - - - 1728080515 1728080580 - NODATA
2 481665107626 eni-0b7347fae538d61cf - - - - - - - 1728080512 1728080585 - NODATA
2 481665107626 eni-0e0b4d9c267096c59 - - - - - - - 1728080512 1728080543 - NODATA
2 481665107626 eni-0e52602be7b6a5fb0 35.203.211.126 10.0.9.150 52959 50920 6 1 44 1728080511 1728080540 ACCEPT OK
2 481665107626 eni-0e52602be7b6a5fb0 10.0.9.150 108.138.94.102 51787 443 6 1 52 1728080511 1728080540 ACCEPT OK
2 481665107626 eni-0e52602be7b6a5fb0 10.0.9.150 108.138.94.17 6156 443 6 1 52 1728080511 1728080540 ACCEPT OK
2 481665107626 eni-0e52602be7b6a5fb0 10.0.137.234 10.0.9.150 55103 443 6 1 52 1728080511 1728080540 ACCEPT OK
2 481665107626 eni-0e52602be7b6a5fb0 10.0.9.150 108.138.94.102 17893 443 6 3 156 1728080511 1728080540 ACCEPT OK
2 481665107626 eni-0e52602be7b6a5fb0 108.138.94.102 10.0.9.150 443 17893 6 2 128 1728080511 1728080540 ACCEPT OK
2 481665107626 eni-0e52602be7b6a5fb0 10.0.137.234 10.0.9.150 7121 443 6 3 156 1728080511 1728080540 ACCEPT OK
2 481665107626 eni-0e52602be7b6a5fb0 10.0.137.234 10.0.9.150 55417 443 6 3 156 1728080511 1728080540 ACCEPT OK
2 481665107626 eni-0e52602be7b6a5fb0 10.0.9.150 108.138.94.17 37242 443 6 3 156 1728080511 1728080540 ACCEPT OK
2 481665107626 eni-0e52602be7b6a5fb0 10.0.137.234 10.0.9.150 26234 443 6 1 52 1728080511 1728080540 ACCEPT OK
2 481665107626 eni-0e52602be7b6a5fb0 10.0.137.234 10.0.9.150 26077 443 6 1 52 1728080511 1728080540 ACCEPT OK
2 481665107626 eni-0e52602be7b6a5fb0 10.0.137.234 10.0.9.150 24751 443 6 1 52 1728080511 1728080540 ACCEPT OK
2 481665107626 eni-0e52602be7b6a5fb0 10.0.9.150 108.138.94.102 39060 443 6 1 52 1728080511 1728080540 ACCEPT OK
2 481665107626 eni-09fd81d933ba57494 - - - - - - - 1728080510 1728080580 - NODATA
2 481665107626 eni-0f6a46e64f9b00d31 - - - - - - - 1728080510 1728080580 - NODATA
2 481665107626 eni-0b7347fae538d61cf - - - - - - - 1728080508 1728080581 - NODATA
2 481665107626 eni-0b698aefb4aed438d 10.0.137.234 108.138.94.17 40825 443 6 1 52 1728080506 1728080517 ACCEPT OK
2 481665107626 eni-0b698aefb4aed438d 10.0.137.234 108.138.94.72 41681 443 6 3 156 1728080506 1728080517 ACCEPT OK
2 481665107626 eni-0b698aefb4aed438d 108.138.94.102 10.0.137.234 443 4133 6 2 128 1728080506 1728080517 ACCEPT OK
2 481665107626 eni-0b698aefb4aed438d 108.138.94.20 10.0.137.234 443 21529 6 2 128 1728080506 1728080517 ACCEPT OK
2 481665107626 eni-0b698aefb4aed438d 10.0.137.234 3.163.24.96 8142 443 6 23 2002 1728080506 1728080517 ACCEPT OK
2 481665107626 eni-0b698aefb4aed438d 10.0.137.234 108.138.94.17 41127 443 6 3 156 1728080506 1728080517 ACCEPT OK
2 481665107626 eni-0e52602be7b6a5fb0 79.110.62.177 10.0.9.150 44580 23229 6 1 40 1728080505 1728080526 ACCEPT OK
2 481665107626 eni-0e52602be7b6a5fb0 10.0.9.150 10.0.137.234 443 15564 6 2 128 1728080505 1728080526 ACCEPT OK
2 481665107626 eni-0e52602be7b6a5fb0 10.0.9.150 108.138.94.102 27664 443 6 3 156 1728080505 1728080526 ACCEPT OK
2 481665107626 eni-0e52602be7b6a5fb0 10.0.9.150 108.138.94.17 11085 443 6 1 52 1728080505 1728080526 ACCEPT OK
2 481665107626 eni-0e52602be7b6a5fb0 108.138.94.17 10.0.9.150 443 6156 6 2 128 1728080505 1728080526 ACCEPT OK
2 481665107626 eni-0e52602be7b6a5fb0 10.0.9.150 108.138.94.17 1189 443 6 3 156 1728080505 1728080526 ACCEPT OK
2 481665107626 eni-0e52602be7b6a5fb0 108.138.94.20 10.0.9.150 443 62785 6 2 128 1728080505 1728080526 ACCEPT OK
2 481665107626 eni-0e52602be7b6a5fb0 10.0.9.150 10.0.137.234 443 57751 6 2 128 1728080505 1728080526 ACCEPT OK
2 481665107626 eni-0e52602be7b6a5fb0 108.138.94.102 10.0.9.150 443 39060 6 2 128 1728080505 1728080526 ACCEPT OK
2 481665107626 eni-0e52602be7b6a5fb0 103.102.230.6 10.0.9.150 59786 8728 6 1 40 1728080505 1728080526 ACCEPT OK
2 481665107626 eni-0e52602be7b6a5fb0 78.128.113.158 10.0.9.150 48271 33665 6 1 40 1728080505 1728080526 ACCEPT OK
2 481665107626 eni-0e52602be7b6a5fb0 10.0.137.234 10.0.9.150 58526 443 6 3 156 1728080505 1728080526 ACCEPT OK
2 481665107626 eni-0e52602be7b6a5fb0 108.138.94.17 10.0.9.150 443 26154 6 2 128 1728080505 1728080526 ACCEPT OK
2 481665107626 eni-0f6a46e64f9b00d31 - - - - - - - 1728080501 1728080573 - NODATA
2 481665107626 eni-09fd81d933ba57494 - - - - - - - 1728080501 1728080571 - NODATA
2 481665107626 eni-09fd81d933ba57494 - - - - - - - 1728080498 1728080569 - NODATA
2 481665107626 eni-0b7347fae538d61cf - - - - - - - 1728080498 1728080570 - NODATA
2 481665107626 eni-0265c634edd535b91 - - - - - - - 1728080497 1728080571 - NODATA
2 481665107626 eni-0b7347fae538d61cf - - - - - - - 1728080493 1728080567 - NODATA
2 481665107626 eni-09fd81d933ba57494 - - - - - - - 1728080493 1728080562 - NODATA
2 481665107626 eni-0b698aefb4aed438d 108.138.94.102 10.0.137.234 443 6863 6 2 128 1728080492 1728080516 ACCEPT OK
2 481665107626 eni-0b698aefb4aed438d 10.0.137.234 108.138.94.20 39043 443 6 3 156 1728080492 1728080516 ACCEPT OK
2 481665107626 eni-0b698aefb4aed438d 10.0.137.234 108.138.94.72 33805 443 6 3 156 1728080492 1728080516 ACCEPT OK
2 481665107626 eni-0b698aefb4aed438d 10.0.137.234 108.138.94.72 2205 443 6 3 156 1728080492 1728080516 ACCEPT OK
2 481665107626 eni-0b698aefb4aed438d 10.0.137.234 108.138.94.72 4411 443 6 3 156 1728080492 1728080516 ACCEPT OK
2 481665107626 eni-0b698aefb4aed438d 108.138.94.102 10.0.137.234 443 54190 6 3 180 1728080492 1728080516 ACCEPT OK
2 481665107626 eni-0b698aefb4aed438d 10.0.137.234 108.138.94.17 2142 443 6 3 156 1728080492 1728080516 ACCEPT OK
2 481665107626 eni-0b698aefb4aed438d 10.0.137.234 108.138.94.102 4133 443 6 3 156 1728080492 1728080516 ACCEPT OK
2 481665107626 eni-0b698aefb4aed438d 10.0.137.234 108.138.94.102 6863 443 6 3 156 1728080492 1728080516 ACCEPT OK
2 481665107626 eni-0b7347fae538d61cf - - - - - - - 1728080490 1728080563 - NODATA
2 481665107626 eni-0b7347fae538d61cf - - - - - - - 1728080490 1728080561 - NODATA
2 481665107626 eni-0b698aefb4aed438d - - - - - - - 1728080490 1728080521 - NODATA
2 481665107626 eni-0e52602be7b6a5fb0 35.203.210.211 10.0.9.150 52543 9394 6 1 44 1728080489 1728080514 ACCEPT OK
2 481665107626 eni-0e52602be7b6a5fb0 10.0.9.150 10.0.137.234 443 16470 6 2 128 1728080489 1728080514 ACCEPT OK
2 481665107626 eni-0e52602be7b6a5fb0 10.0.9.150 10.0.137.234 443 39043 6 2 128 1728080489 1728080514 ACCEPT OK
2 481665107626 eni-0e52602be7b6a5fb0 108.138.94.17 10.0.9.150 443 37242 6 2 128 1728080489 1728080514 ACCEPT OK
2 481665107626 eni-0e52602be7b6a5fb0 108.138.94.72 10.0.9.150 443 25822 6 2 128 1728080489 1728080514 ACCEPT OK
2 481665107626 eni-0e52602be7b6a5fb0 10.0.137.234 10.0.9.150 7351 443 6 3 156 1728080489 1728080514 ACCEPT OK
2 481665107626 eni-0e52602be7b6a5fb0 10.0.9.150 10.0.137.234 443 55417 6 2 128 1728080489 1728080514 ACCEPT OK
2 481665107626 eni-0e52602be7b6a5fb0 10.0.137.234 10.0.9.150 7630 443 6 3 156 1728080489 1728080514 ACCEPT OK
2 481665107626 eni-0e52602be7b6a5fb0 108.138.94.102 10.0.9.150 443 61357 6 2 128 1728080489 1728080514 ACCEPT OK
2 481665107626 eni-0e52602be7b6a5fb0 108.138.94.20 10.0.9.150 443 3503 6 2 128 1728080489 1728080514 ACCEPT OK
2 481665107626 eni-0e52602be7b6a5fb0 13.214.173.166 10.0.9.150 0 0 1 1 28 1728080489 1728080514 ACCEPT OK
2 481665107626 eni-0e52602be7b6a5fb0 10.0.9.150 108.138.94.72 18205 443 6 3 156 1728080489 1728080514 ACCEPT OK
2 481665107626 eni-0e52602be7b6a5fb0 108.138.94.102 10.0.9.150 443 27664 6 3 180 1728080489 1728080514 ACCEPT OK
2 481665107626 eni-0b7347fae538d61cf - - - - - - - 1728080489 1728080562 - NODATA
2 481665107626 eni-0b7347fae538d61cf - - - - - - - 1728080485 1728080559 - NODATA
2 481665107626 eni-0b698aefb4aed438d 10.0.137.234 108.138.94.20 26077 443 6 3 156 1728080485 1728080512 ACCEPT OK
2 481665107626 eni-0b698aefb4aed438d 10.0.137.234 108.138.94.102 55103 443 6 3 156 1728080485 1728080512 ACCEPT OK
2 481665107626 eni-0b698aefb4aed438d 10.0.137.234 108.138.94.102 58526 443 6 11 1031 1728080485 1728080512 ACCEPT OK
2 481665107626 eni-0b698aefb4aed438d 10.0.137.234 108.138.94.72 55725 443 6 10 979 1728080485 1728080512 ACCEPT OK
2 481665107626 eni-0b698aefb4aed438d 108.138.94.102 10.0.137.234 443 58526 6 10 6342 1728080485 1728080512 ACCEPT OK
2 481665107626 eni-0b698aefb4aed438d 10.0.137.234 108.138.94.17 55417 443 6 11 1031 1728080485 1728080512 ACCEPT OK
2 481665107626 eni-0b698aefb4aed438d 10.0.137.234 108.138.94.20 26234 443 6 3 156 1728080485 1728080512 ACCEPT OK
2 481665107626 eni-0b698aefb4aed438d 10.0.137.234 108.138.94.20 21529 443 6 3 156 1728080485 1728080512 ACCEPT OK
2 481665107626 eni-09fd81d933ba57494 - - - - - - - 1728080485 1728080554 - NODATA
2 481665107626 eni-0f6a46e64f9b00d31 - - - - - - - 1728080484 1728080563 - NODATA
2 481665107626 eni-0e52602be7b6a5fb0 10.0.9.150 10.0.137.234 443 29554 6 5 4945 1728080482 1728080510 ACCEPT OK
