2 481665107626 eni-0e52602be7b6a5fb0 162.216.149.160 10.0.9.150 51545 9023 6 1 44 1727472944 1727472949 ACCEPT OK
2 481665107626 eni-0e52602be7b6a5fb0 206.168.35.39 10.0.9.150 46588 7547 6 1 60 1727472944 1727472949 ACCEPT OK
2 481665107626 eni-0e0b4d9c267096c59 10.0.149.211 108.138.94.72 16950 443 6 1 52 1727472911 1727472912 ACCEPT OK
2 481665107626 eni-0f6a46e64f9b00d31 - - - - - - - 1727472903 1727472977 - NODATA
2 481665107626 eni-0f6a46e64f9b00d31 - - - - - - - 1727472902 1727472978 - NODATA
2 481665107626 eni-0b7347fae538d61cf - - - - - - - 1727472898 1727472973 - NODATA
2 481665107626 eni-0b7347fae538d61cf - - - - - - - 1727472888 1727472962 - NODATA
2 481665107626 eni-0e52602be7b6a5fb0 10.0.9.150 10.0.149.211 443 16950 6 1 52 1727472884 1727472908 ACCEPT OK
2 481665107626 eni-0e52602be7b6a5fb0 108.138.94.102 10.0.9.150 443 48573 6 2 128 1727472884 1727472908 ACCEPT OK
2 481665107626 eni-0e52602be7b6a5fb0 10.0.149.211 10.0.9.150 31412 443 6 11 572 1727472884 1727472908 ACCEPT OK
2 481665107626 eni-0e52602be7b6a5fb0 108.138.94.72 10.0.9.150 443 14373 6 1 52 1727472884 1727472908 ACCEPT OK
2 481665107626 eni-0e0b4d9c267096c59 10.0.149.211 108.138.94.102 31412 443 6 11 572 1727472877 1727472879 ACCEPT OK
2 481665107626 eni-0e52602be7b6a5fb0 147.185.132.55 10.0.9.150 51513 6443 6 1 44 1727472874 1727472894 ACCEPT OK
2 481665107626 eni-0e52602be7b6a5fb0 99.84.66.5 10.0.9.150 443 18904 6 1 52 1727472874 1727472894 ACCEPT OK
2 481665107626 eni-0e52602be7b6a5fb0 10.0.9.150 99.84.66.25 36002 443 6 23 2014 1727472874 1727472894 ACCEPT OK
2 481665107626 eni-0e52602be7b6a5fb0 10.0.149.211 10.0.9.150 15650 443 6 23 2014 1727472874 1727472894 ACCEPT OK
